@RELATION clima
@ATTRIBUTE FECHA date dd-MM
@ATTRIBUTE T_MAX real
@ATTRIBUTE T_MED real
@ATTRIBUTE T_MIN real
@ATTRIBUTE H_R_MAX real
@ATTRIBUTE H_R_MED real
@ATTRIBUTE H_R_MIN real
@ATTRIBUTE RADIACION real
@ATTRIBUTE class {VERDADERO,FALSO}
@ATTRIBUTE LLUVIA2 real
@ATTRIBUTE LLUVIA_MIN real
@ATTRIBUTE T_S_MAX real
@ATTRIBUTE T_S_MED real
@ATTRIBUTE T_S_MIN real
@ATTRIBUTE V_MAX real
@ATTRIBUTE V_MED real
@ATTRIBUTE V_MIN real
@ATTRIBUTE CV1 integer
@ATTRIBUTE CV2 integer 
@ATTRIBUTE CV3 integer
@ATTRIBUTE CV4 integer
@ATTRIBUTE DIRECCION integer
@ATTRIBUTE HORAS integer
@ATTRIBUTE H_T integer
@ATTRIBUTE H_HR integer
@ATTRIBUTE H_R integer
@ATTRIBUTE H_LL integer
@ATTRIBUTE H_TS integer
@ATTRIBUTE H_V integer
@ATTRIBUTE H_D integer
@ATTRIBUTE CALCULOS integer
@ATTRIBUTE MTMEN0 integer
@ATTRIBUTE MTMEN7 integer
@ATTRIBUTE MTMA30 integer
@ATTRIBUTE MVMA50 integer

@DATA
30-3,15.99,13.70375,11.63,90,77.30001,64.3,7.629048,FALSO,0.1,1,17.58,16.52792,15.78,22.8,6.662624,0,364,801,126,149,2,24,24,24,24,24,24,24,24,1,0,0,0,0
31-3,18.2,14.16333,10.69,83.7,69.91667,50.3,22.53035,FALSO,0,0,18.23,16.15,13.88,29.1,10.14167,1.2,643,670,22,105,2,24,24,24,24,24,24,24,24,1,0,0,0,0
1-4,17.24,14.49,11.45,85.7,70.04583,56.3,9.427644,VERDADERO,4,40,17.75,16.36583,14.97,28.8,10.74083,0.9,750,570,14,106,1,24,24,24,24,24,24,24,24,1,0,0,0,0
2-4,18.01,13.35083,9.8,92.9,75.95833,60.1,9.569774,VERDADERO,31.7,274,15.75,14.60417,13.2,26.1,4.352084,0,244,112,690,394,3,24,24,24,24,24,24,24,24,1,0,0,0,0
3-4,18.84,14.82833,11.06,88.6,58.38208,26.54,23.33426,FALSO,0,0,16.15,14.30083,13.2,36,10.689,0,87,8,606,737,4,24,24,24,24,24,24,24,24,1,0,0,0,0
4-4,18.89,14.72542,11.09,51.7,37.89708,26.35,25.82273,FALSO,0,0,16.51,14.03958,11.46,30.3,10.66267,0,63,47,664,666,4,24,24,24,24,24,24,24,24,1,0,0,0,0
5-4,19.32,15.26958,9.18,90.2,71.59168,47.2,25.37669,FALSO,0,0,19.2,16.09875,13.31,16.8,3.718667,0,24,79,940,397,3,24,24,24,24,24,24,24,24,1,0,0,0,0
6-4,18.51,15.52875,12.77,92.4,74.3625,54.8,17.96017,FALSO,0,0,18.57,16.68292,14.93,27.3,8.869834,0,4,35,1025,376,3,24,24,24,24,24,24,24,24,1,0,0,0,0
7-4,17.92,14.25375,11.68,86.4,68.76667,53,14.94731,VERDADERO,5,47,17.53,15.86333,14.4,17.4,3.262584,0,47,221,698,474,3,24,24,24,24,24,24,24,24,1,0,0,0,0
8-4,19.04,14.44167,10.36,93,72.26251,47.3,26.22415,VERDADERO,1.3,13,18.65,16.25958,14.11,16.8,3.062333,0,20,86,822,512,3,24,24,24,24,24,24,24,24,1,0,0,0,0
9-4,21.45,15.22375,9.56,92.1,67.8875,41,19.79805,FALSO,0.1,1,16.81,15.7625,14.38,16.5,2.76625,0,45,90,636,669,4,24,24,24,24,24,24,24,24,1,0,0,0,0
10-4,19.82,14.5425,9.84,90.9,74.98751,45.4,16.78531,FALSO,0,0,16.25,15.4775,14.51,18.3,3.682334,0,3,61,803,573,3,24,24,24,24,24,24,24,24,1,0,0,0,0
11-4,14.81,12.92792,10.18,90.1,83.7125,75.2,8.802216,VERDADERO,6.1,60,15.53,14.80375,13.8,22.5,6.157542,0,3,12,1004,421,3,24,24,24,24,24,24,24,24,1,0,0,0,0
12-4,17.57,13.16,8.34,74.8,55.36292,33.79,20.94088,FALSO,0.1,1,14.61,13.4075,12.08,24.9,6.203043,0,19,18,815,588,3,24,24,24,24,24,24,24,24,1,0,0,0,0
13-4,21.02,15.13,9.55,86.9,69.63334,43.4,18.59815,FALSO,0.7,5,16.02,14.3625,12.6,19.8,3.274333,0,62,68,821,489,3,24,24,24,24,24,24,24,24,1,0,0,0,0
14-4,18.22,14.06583,10.06,91.9,80.3625,60,13.10206,VERDADERO,10.6,51,15.16,14.67625,13.95,17.1,2.1765,0,131,171,466,672,4,24,24,24,24,24,24,24,24,1,0,0,0,0
15-4,19.11,14.79875,10.35,92.9,75.90835,51.7,19.02431,FALSO,0,0,16.06,14.82792,13.4,19.8,3.258333,0,40,98,645,657,4,24,24,24,24,24,24,24,24,1,0,0,0,0
16-4,20.45,14.33917,8.29,91.6,69.37208,38.83,17.08351,FALSO,0,0,15.8,14.73,13.21,13.8,2.285666,0,138,205,343,754,4,24,24,24,24,24,24,24,24,1,0,0,0,0
17-4,21.7,14.9225,8.16,92.1,63.25876,25.18,26.9644,FALSO,0.1,1,16.47,14.91875,13.05,14.7,2.928,0,50,101,570,719,4,24,24,24,24,24,24,24,24,1,0,0,0,0
18-4,21.96,15.615,9.03,94,58.88041,29.09,23.9219,FALSO,0.1,1,16.9,15.48083,13.78,15.9,2.877625,0,37,59,689,655,3,24,24,24,24,24,24,24,24,1,0,0,0,0
19-4,22.35,15.86583,9.91,88,65.39167,41.5,24.42416,FALSO,0,0,17.56,16.01083,14.2,15.9,2.96325,0,115,217,362,746,4,24,24,24,24,24,24,24,24,1,0,0,0,0
20-4,22.58,16.45208,9.72,91.1,66.84834,36.96,26.59525,FALSO,0,0,18.4,16.71417,14.77,14.1,2.340791,0,25,27,553,835,4,24,24,24,24,24,24,24,24,1,0,0,0,0
21-4,25.7,16.87667,10.51,86.1,64.45417,31.64,26.92876,FALSO,0,0,18.42,17.00542,15.28,33.3,8.031708,0,198,510,133,599,4,24,24,24,24,24,24,24,24,1,0,0,0,0
22-4,20.54,16.18625,11.39,82.8,57.87167,30.89,28.33763,FALSO,0,0,17.83,16.67209,15.16,24.6,8.587459,0,287,988,40,125,2,24,24,24,24,24,24,24,24,1,0,0,0,0
23-4,23.27,16.66333,9,78.2,49.89708,24.94,29.06543,FALSO,0,0,18.45,16.74708,14.61,15.9,3.3195,0,155,451,143,691,4,24,24,24,24,24,24,24,24,1,0,0,0,0
24-4,26.08,17.97,10.06,72.3,43.55791,17.86,28.10891,FALSO,0,0,19.41,17.57583,15.31,12.9,2.730583,0,97,157,416,770,4,24,24,24,24,24,24,24,24,1,0,0,0,0
25-4,24.87,19.01292,12.18,75.9,52.40958,32.61,27.49752,FALSO,0,0,19.97,18.31375,16.36,13.5,2.757541,0,7,59,731,643,3,24,24,24,24,24,24,24,24,1,0,0,0,0
26-4,27.45,20.57,12.66,80.8,51.14583,27.78,27.58752,FALSO,0,0,21.03,19.225,17.07,14.1,3.217875,0,27,45,734,634,3,24,24,24,24,24,24,24,24,1,0,0,0,0
27-4,27.85,20.36542,13.33,89,57.82084,28.77,27.89449,FALSO,0,0,21.51,19.89875,17.97,18,4.641959,0,199,482,254,505,4,24,24,24,24,24,24,24,24,1,0,0,0,0
28-4,22.42,17.96583,11.92,92.6,73.22083,55.5,27.31302,FALSO,0,0,21.08,19.67209,17.96,18.6,4.281916,0,10,36,776,618,3,24,24,24,24,24,24,24,24,1,0,0,0,0
29-4,24.06,19.20875,14.81,95,75.425,54.7,26.45208,FALSO,0,0,21.03,19.92167,18.74,27.3,7.14925,0,264,619,113,444,2,24,24,24,24,24,24,24,24,1,0,0,0,0
30-4,22.92,18.76542,15.28,88.3,70.625,52.1,25.69882,FALSO,0,0,20.66,19.57042,18.28,20.7,6.713,0,347,647,275,171,2,24,24,24,24,24,24,24,24,1,0,0,0,0
1-5,21.64,18.23958,15.21,87.1,75.24166,63.1,14.94518,FALSO,0,0,19.87,19.35291,18.73,20.4,6.099626,0,0,21,1136,283,3,24,24,24,24,24,24,24,24,1,0,0,0,0
2-5,23.44,18.10209,11.61,92.4,60.05499,32.47,26.29719,FALSO,0,0,21.02,19.28458,17.33,18.6,3.806834,0,99,207,561,573,4,24,24,24,24,24,24,24,24,1,0,0,0,0
3-5,21.07,17.21333,11.78,49.2,29.85375,18.65,21.30725,FALSO,0,0,20.34,19.03292,17.58,33.6,6.200375,0,206,195,330,709,4,24,24,24,24,24,24,24,24,1,0,0,0,0
4-5,20.92,15.99916,9.44,76.3,45.69376,21.7,29.54098,FALSO,0,0,19.98,18.25375,16.17,20.4,4.449917,0,43,88,700,609,3,24,24,24,24,24,24,24,24,1,0,0,0,0
5-5,21.28,15.93333,9.22,83.6,49.48082,18.51,21.9402,FALSO,0,0,19.16,17.90625,16.29,25.8,6.806875,0,288,681,44,427,2,24,24,24,24,24,24,24,24,1,0,0,0,0
6-5,17.12,15.1525,13.03,73.3,62.575,53,7.154666,FALSO,0.6,6,18.2,16.99583,15.61,24.3,10.30875,2.7,1127,103,10,200,1,24,24,24,24,24,24,24,24,1,0,0,0,0
7-5,20.06,15.77375,13.07,88.1,67.50834,47.5,11.1353,VERDADERO,2.1,21,16.7,15.65417,14.96,27,6.486,0,312,51,659,418,3,24,24,24,24,24,24,24,24,1,0,0,0,0
8-5,18.96,15.79167,13.37,81.4,63.9625,47.2,28.70024,FALSO,0,0,17.51,16.22083,14.75,33.3,13.41333,2.1,3,23,1131,283,3,24,24,24,24,24,24,24,24,1,0,0,0,0
9-5,19.99,16.60833,12.78,82.3,68.56251,53.6,26.28385,FALSO,0,0,18.22,16.85625,15.32,26.7,9.572331,0,7,7,1005,421,3,24,24,24,24,24,24,24,24,1,0,0,0,0
10-5,21.99,17.19125,14.47,86.1,72.07917,53.7,15.11635,FALSO,0,0,18.95,17.86292,16.66,18,5.25625,0,2,31,1160,247,3,24,24,24,24,24,24,24,24,1,0,0,0,0
11-5,24.12,17.14375,11.84,90.8,62.38292,19.54,27.13062,FALSO,0,0,19.7,18.19834,16.48,23.4,4.503375,0,37,44,731,628,3,24,24,24,24,24,24,24,24,1,0,0,0,0
12-5,23.14,17.31625,9.78,86.8,50.94375,29.1,30.30373,FALSO,0,0,20.63,18.64292,16.3,15.3,3.204083,0,55,80,618,687,4,24,24,24,24,24,24,24,24,1,0,0,0,0
13-5,23.44,17.92584,12.31,93.4,66.15625,38.55,29.54617,FALSO,0,0,21.37,19.49208,17.55,17.4,4.622583,0,24,59,812,545,3,24,24,24,24,24,24,24,24,1,0,0,0,0
14-5,30.17,21.59084,12.83,95.5,54.81917,20.38,28.49742,FALSO,0,0,23.06,20.88583,18.6,21.3,5.413875,0,205,601,166,468,2,24,24,24,24,24,24,24,24,1,0,0,6,0
15-5,28.06,22.88459,16.74,66.2,38.41167,21.61,26.42526,FALSO,0,0,23.17,21.6825,19.95,31.5,10.37637,0,405,795,27,213,2,24,24,24,24,24,24,24,24,1,0,0,0,0
16-5,27.61,22.47791,18.14,72.1,43.50834,27.47,28.39801,FALSO,0,0,23.83,22.32916,20.75,25.5,10.27633,0,269,853,108,210,2,24,24,24,24,24,24,24,24,1,0,0,0,0
17-5,24.78,20.4475,16.95,89.3,65.69998,48.7,27.37145,FALSO,0,0,23.19,22.05208,20.78,27.3,8.401584,0,32,103,1024,281,3,24,24,24,24,24,24,24,24,1,0,0,0,0
18-5,25.07,19.80583,12.95,86.6,54.06375,29.1,29.38203,FALSO,0,0,23.38,21.76834,19.72,19.5,3.636917,0,78,325,465,572,4,24,24,24,24,24,24,24,24,1,0,0,0,0
19-5,25.03,19.67916,13.78,77.3,47.34708,27,30.58504,FALSO,0,0,23.43,21.92708,20.05,20.4,6.343292,0,226,798,51,365,2,24,24,24,24,24,24,24,24,1,0,0,0,0
20-5,26.66,20.925,14.84,59.7,34.56417,15.62,30.50028,FALSO,0,0,23.53,21.90375,19.94,24.3,8.486626,0,448,663,207,122,2,24,24,24,24,24,24,24,24,1,0,0,0,0
21-5,24.27,18.84917,11.5,83.8,61.88208,38.47,29.65313,FALSO,0,0,23.5,21.93583,19.96,18,5.203167,0,15,43,868,514,3,24,24,24,24,24,24,24,24,1,0,0,0,0
22-5,24.66,20.06833,16.91,89.7,69.09582,52.2,27.11995,FALSO,0,0,23.51,22.21584,20.95,34.8,8.765626,0,3,29,1133,259,3,24,24,24,24,24,24,24,24,1,0,0,0,0
23-5,24.07,19.06791,12.67,88.2,58.45542,28.72,30.49206,FALSO,0,0,23.71,21.98875,19.94,23.1,3.815333,0,61,152,702,525,3,24,24,24,24,24,24,24,24,1,0,0,0,0
24-5,25.95,20.10083,12.19,84.9,47.51958,22.73,30.77255,FALSO,0,0,23.95,22.11708,19.82,17.4,3.943292,0,13,55,829,543,3,24,24,24,24,24,24,24,24,1,0,0,0,0
25-5,29.04,21.0425,15.38,91.4,63.80376,26.28,28.7564,FALSO,0,0,24.97,23.07292,21.02,15.6,3.694166,0,6,45,909,480,3,24,24,24,24,24,24,24,24,1,0,0,0,0
26-5,26.88,20.37291,14.36,88,66.07833,33.99,29.37874,FALSO,0,0,25.15,23.34458,21.34,17.4,3.761333,0,46,154,686,554,3,24,24,24,24,24,24,24,24,1,0,0,0,0
27-5,26.26,20.31375,13.4,82.8,51.39958,29.91,29.43319,FALSO,0,0,24.65,23.03333,20.96,18,3.725917,0,126,417,397,500,4,24,24,24,24,24,24,24,24,1,0,0,0,0
28-5,25.3,19.81042,13.58,78.3,55.50125,39.03,28.51502,FALSO,0,0,24.17,22.80958,20.93,20.7,5.27775,0,249,563,102,526,2,24,24,24,24,24,24,24,24,1,0,0,0,0
29-5,27.53,21.23542,13.43,73.2,39.58792,18.45,30.09198,FALSO,0,0,24.58,22.9525,20.85,29.1,8.691749,0,370,586,41,443,2,24,24,24,24,24,24,24,24,1,0,0,0,0
30-5,25.07,22.10958,19.78,57.9,42.96333,26.23,22.23843,FALSO,0,0,23.71,22.91,21.85,32.7,12.86958,2.4,681,647,12,100,1,24,24,24,24,24,24,24,24,1,0,0,0,0
31-5,26.81,23.72375,21.16,50.2,40.08917,31.25,15.58086,FALSO,0,0,24.05,23.08333,22.09,28.8,10.932,0.6,687,593,15,128,1,24,24,24,24,24,24,24,24,1,0,0,0,0
1-6,26.72,23.47124,18.88,79.5,51.96209,27.53,27.14112,FALSO,0,0,25.39,24.08625,22.62,22.8,6.4175,0,327,421,492,200,3,24,24,24,24,24,24,24,24,1,0,0,0,0
2-6,27.84,22.37708,16.69,85.3,63.69999,42.5,27.7416,FALSO,0,0,26.26,24.54041,22.54,14.7,3.3645,0,19,68,882,471,3,24,24,24,24,24,24,24,24,1,0,0,0,0
3-6,25.4,20.92417,17.86,89.8,74.85,53.7,24.93828,FALSO,0,0,25.64,24.50708,23.19,18.6,5.111207,0,11,58,1021,350,3,24,24,24,24,24,24,24,24,1,0,0,0,0
4-6,22.83,19.84166,17,83.7,65.81667,50.3,28.92132,FALSO,0,0,24.55,23.51333,22.43,39,11.67004,0.3,2,25,1171,242,3,24,24,24,24,24,24,24,24,1,0,0,0,0
5-6,23.26,18.68209,13.25,87.4,71.40415,53.6,28.68588,FALSO,0,0,23.31,22.27625,20.92,34.5,9.286165,0,4,34,1092,310,3,24,24,24,24,24,24,24,24,1,0,0,0,0
6-6,24.71,19.24625,12.19,89.8,62.74125,37.58,30.08336,FALSO,0,0,24.42,22.41916,20.21,28.8,4.795334,0,19,108,806,507,3,24,24,24,24,24,24,24,24,1,0,0,0,0
7-6,26.13,21.2175,15.99,80.3,56.38583,36.06,29.7648,FALSO,0,0,24.97,23.34458,21.51,38.4,6.798166,0,83,354,688,315,3,24,24,24,24,24,24,24,24,1,0,0,0,0
8-6,24.62,18.95001,15.42,89.3,65.38793,32.68,25.15644,FALSO,0,0,23.75,22.87542,21.75,21,5.599458,0,7,47,1133,253,3,24,24,24,24,24,24,24,24,1,0,0,0,0
9-6,25.62,19.76125,11.98,84.2,48.39584,22.32,30.06943,FALSO,0,0,24.68,22.7375,20.38,15.6,3.614792,0,13,60,788,579,3,24,24,24,24,24,24,24,24,1,0,0,0,0
10-6,30.55,22.65417,13.18,73.4,41.64708,13.79,29.61616,FALSO,0,0,25.68,23.69083,21.14,14.4,3.097958,0,29,34,834,543,3,24,24,24,24,24,24,24,24,1,0,0,38,0
11-6,29.05,23.73,17.32,70.6,37.91291,22.69,28.58328,FALSO,0,0,25.93,24.5375,22.66,31.2,10.37146,0,420,800,21,199,2,24,24,24,24,24,24,24,24,1,0,0,0,0
12-6,31.2,25.15,20.95,44,30.67375,19.7,28.5462,FALSO,0,0,26.51,24.98375,23.35,33,12.38792,1.5,658,654,14,114,1,24,24,24,24,24,24,24,24,1,0,0,62,0
13-6,31.46,26.63458,21.77,34.48,24.37542,16.94,25.30152,FALSO,0,0,26.83,25.50708,24.19,30.6,11.57208,1.2,847,437,14,142,1,24,24,24,24,24,24,24,24,1,0,0,185,0
14-6,32.73,27.08084,23.14,39.78,24.63416,13.48,26.20188,FALSO,0.2,2,27.18,25.90042,24.51,31.2,11.49583,0.3,698,561,24,157,1,24,24,24,24,24,24,24,24,1,0,0,200,0
15-6,31.93,26.81333,19.53,67.8,33.93583,18.5,29.043,FALSO,0,0,27.97,26.49792,24.95,29.7,11.04187,0,431,802,97,110,2,24,24,24,24,24,24,24,24,1,0,0,331,0
16-6,33.06,28.17291,24.32,41.6,27.59916,15.6,28.93752,FALSO,0,0,28.48,27.12501,25.7,31.5,12.65375,0.6,492,853,13,82,2,24,24,24,24,24,24,24,24,1,0,0,448,0
17-6,32.75,26.98709,19.85,69.8,35.98417,16.14,28.58832,FALSO,0,0,28.81,27.41708,25.79,24.6,9.468627,0,320,792,150,178,2,24,24,24,24,24,24,24,24,1,0,0,453,0
18-6,31.2,25.83208,20.68,73.4,47.16167,27.1,28.845,FALSO,0,0,28.96,27.40208,25.75,21,5.985958,0,223,548,385,284,2,24,24,24,24,24,24,24,24,1,0,0,178,0
19-6,31.6,25.02583,20.52,74.5,53.87292,31.21,28.59696,FALSO,0,0,28.43,27.15125,25.57,26.7,7.957165,0,298,704,120,308,2,24,24,24,24,24,24,24,24,1,0,0,150,0
20-6,30.13,24.78958,19.27,89.3,58.75334,23.08,30.0474,FALSO,0,0,28.46,27.0525,25.53,22.8,6.508625,0,166,634,403,237,2,24,24,24,24,24,24,24,24,1,0,0,7,0
21-6,30.67,24.78,18.22,94.1,59.44749,35.04,32.0706,FALSO,0,0,28.77,27.21542,25.37,12.9,3.1795,0,16,64,835,525,3,24,24,24,24,24,24,24,24,1,0,0,58,0
22-6,31.97,25.82916,19.81,75.8,52.13208,37.57,31.60188,FALSO,0,0,29.57,27.86583,25.88,15,3.132251,0,48,173,629,590,3,24,24,24,24,24,24,24,24,1,0,0,210,0
23-6,30.74,24.90625,19.63,82.8,66.71252,48.4,32.0364,FALSO,0,0,29.55,28.08375,26.35,15.9,3.899291,0,9,52,988,391,3,24,24,24,24,24,24,24,24,1,0,0,25,0
24-6,29.45,24.65625,19.86,89.2,67.84583,44.9,33.32124,FALSO,0,0,29.18,27.845,26.3,22.5,6.716457,0,244,694,288,214,2,24,24,24,24,24,24,24,24,1,0,0,0,0
25-6,28.93,25.30125,21.92,79.9,59.57084,47.1,16.24968,FALSO,0,0,27.54,26.7825,26.08,27,11.78292,2.4,835,478,8,119,1,24,24,24,24,24,24,24,24,1,0,0,0,0
26-6,33.56,28.9675,25.21,49.5,33.80624,23.54,25.82208,FALSO,0.1,1,28.86,27.435,26.32,36.6,13.17792,0,739,539,48,114,1,24,24,24,24,24,24,24,24,1,0,0,452,0
27-6,31.47,25.53042,20.69,86.8,63.58916,39.94,29.06028,FALSO,0,0,29.47,28.00333,26.33,18.3,4.319668,0,27,117,913,383,3,24,24,24,24,24,24,24,24,1,0,0,272,0
28-6,34.38,26.28083,21.13,89.2,64.29208,24.83,29.16216,FALSO,0,0,29.51,27.97208,26.28,22.2,5.133,0,164,564,427,285,2,24,24,24,24,24,24,24,24,1,0,0,392,0
29-6,28.98,25.03958,21.71,83.8,69.40833,56.5,25.04556,FALSO,0,0,28.89,27.845,26.64,14.4,6.168375,0,169,537,563,171,3,24,24,24,24,24,24,24,24,1,0,0,0,0
30-6,27.51,23.34917,21.18,89.4,77.30001,51.3,17.17488,FALSO,0.9,9,27.79,27.03375,26.18,15.6,3.578959,0,122,361,553,404,3,24,24,24,24,24,24,24,24,1,0,0,0,0
1-7,27.12,22.72083,18.59,88.3,67.73751,45.8,31.99356,VERDADERO,4.2,20,26.89,25.47166,23.64,18.9,3.582833,0,24,88,921,407,3,24,24,24,24,24,24,24,24,1,0,0,0,0
2-7,29.27,23.44625,17.76,88.9,68.60834,44.2,31.55868,FALSO,0,0,27.15,25.57333,23.68,19.2,3.211542,0,14,29,759,638,3,24,24,24,24,24,24,24,24,1,0,0,0,0
3-7,31.01,25.09292,18.71,91.5,63.96042,35.59,32.08464,FALSO,0,0,28.17,26.35292,24.3,13.5,2.659917,0,24,36,631,749,4,24,24,24,24,24,24,24,24,1,0,0,281,0
4-7,33.98,25.49833,18.6,90.9,63.78417,30.47,33.28812,FALSO,0,0,28.49,26.89791,24.92,27.9,7.949708,0,368,394,223,455,4,24,24,24,24,24,24,24,24,1,0,0,201,0
5-7,31.55,25.04625,20.81,87.6,68.73333,45.7,33.40368,FALSO,0,0,28.85,27.23709,25.37,14.7,5.210958,0,387,429,297,327,2,24,24,24,24,24,24,24,24,1,0,0,112,0
6-7,29.97,24.91375,21.59,86.1,70.31669,52.3,28.67868,FALSO,0,0,28.78,27.48083,26.12,17.7,4.84575,0,346,339,411,344,3,24,24,24,24,24,24,24,24,1,0,0,0,0
7-7,28.65,25.03542,22.05,76.8,61.64583,46.2,31.79772,FALSO,0,0,28.47,27.28333,25.93,25.5,10.28187,0,761,548,31,100,1,24,24,24,24,24,24,24,24,1,0,0,0,0
8-7,30.24,24.69875,19.54,85.4,66.22083,41.6,27.96311,FALSO,0,0,28.96,27.28375,25.41,14.7,3.400333,0,29,54,764,593,3,24,24,24,24,24,24,24,24,1,0,0,8,0
9-7,29.89,24.97083,21.97,84.7,70.35834,51.2,29.24098,FALSO,0,0,29.46,27.80584,26.23,16.5,4.345916,0,25,96,1011,308,3,24,24,24,24,24,24,24,24,1,0,0,0,0
10-7,31.72,25.8325,19.37,91.4,63.45125,32.34,30.3908,FALSO,0,0,29.83,28.11833,26.1,16.2,3.589666,0,24,116,873,427,3,24,24,24,24,24,24,24,24,1,0,0,462,0
11-7,29.64,24.97166,19.81,89.2,67.8875,49.4,28.10768,FALSO,0,0,28.76,27.77292,26.4,27,9.825418,0,242,789,145,264,2,24,24,24,24,24,24,24,24,1,0,0,0,0
12-7,28.7,24.77667,20.76,87,71.67918,57.1,21.45521,FALSO,0,0,28.7,27.53,26.13,15.3,3.964709,0,45,117,775,503,3,24,24,24,24,24,24,24,24,1,0,0,0,0
13-7,31.5,25.40875,21.4,86.7,69.18749,43.6,27.4568,FALSO,0,0,29.13,27.78875,26.37,23.4,6.257626,0,170,421,621,228,3,24,24,24,24,24,24,24,24,1,0,0,47,0
14-7,28.11,23.82333,20.92,82,64.51666,50.1,18.16342,FALSO,0,0,27.98,27.2225,26.46,28.2,8.674249,0,335,916,54,135,2,24,24,24,24,24,24,24,24,1,0,0,0,0
15-7,28.91,23.66792,16.02,79,47.1875,25.3,30.76063,FALSO,0,0,28.16,26.51,24.48,19.5,3.419167,0,81,176,592,591,3,24,24,24,24,24,24,24,24,1,0,0,0,0
16-7,29.55,24.20625,17.42,73.8,45.79167,27.23,30.33816,FALSO,0,0,27.87,26.60042,24.91,24.6,9.448666,0,300,907,56,177,2,24,24,24,24,24,24,24,24,1,0,0,0,0
17-7,29.76,25.99917,20.91,54.6,37.92375,25.8,30.43299,FALSO,0,0,28.16,26.90041,25.35,32.7,11.75042,0.9,477,865,21,77,2,24,24,24,24,24,24,24,24,1,0,0,0,0
18-7,31.3,26.19375,19.93,66.5,45.35001,24.89,28.98147,FALSO,0,0,28.79,27.36166,25.64,26.7,8.247624,0,343,783,77,237,2,24,24,24,24,24,24,24,24,1,0,0,353,0
19-7,32.34,26.75458,19.93,69.9,41.86083,22.42,28.87387,FALSO,0,0,29.31,27.83417,25.94,18.9,4.412875,0,165,439,248,588,4,24,24,24,24,24,24,24,24,1,0,0,610,0
20-7,32.2,26.14459,19.31,75,48.43208,21.99,27.59047,FALSO,0,0,29.5,28.20208,26.46,23.7,6.032167,0,178,554,218,490,2,24,24,24,24,24,24,24,24,1,0,0,363,0
21-7,30.34,25.97417,22.1,85.5,67.575,48.4,27.1533,FALSO,0,0,30.09,28.62625,26.99,14.4,3.769,0,33,92,850,465,3,24,24,24,24,24,24,24,24,1,0,0,34,0
22-7,28.09,24.595,22.13,86.6,71.47082,50.3,22.99514,FALSO,0,0,28.9,28.0525,27.13,24.6,6.414293,0,15,90,1040,295,3,24,24,24,24,24,24,24,24,1,0,0,0,0
23-7,29.67,24.29875,18.19,90.3,66.99999,40.6,28.65822,FALSO,0,0,29.18,27.5525,25.67,15.3,3.93875,0,23,79,872,458,3,24,24,24,24,24,24,24,24,1,0,0,0,0
24-7,32.6,26.47083,18.99,91.6,57.75374,31.84,25.82066,FALSO,0,0,29.86,28.13208,26.09,14.1,3.142958,0,43,56,802,539,3,24,24,24,24,24,24,24,24,1,0,0,542,0
25-7,32,26.33291,19.44,83.4,48.5075,29.21,26.47703,FALSO,0,0,30.12,28.655,26.81,16.5,3.296666,0,13,50,675,702,4,24,24,24,24,24,24,24,24,1,0,0,279,0
26-7,33.83,26.8075,19.45,63.9,40.81875,24.31,26.34822,FALSO,0,0,30.19,28.66375,26.78,18.9,6.091,0,254,656,77,453,2,24,24,24,24,24,24,24,24,1,0,0,488,0
27-7,30.42,26.6375,22.78,63.8,49.44416,34.78,25.03322,FALSO,0,0,29.44,28.49417,27.25,31.8,13.87958,1.8,420,978,6,36,2,24,24,24,24,24,24,24,24,1,0,0,60,0
28-7,31.95,27.29667,22.91,65.2,42.15542,23.72,24.90538,FALSO,0,0,29.31,28.10083,26.67,32.1,13.77792,2.7,310,1110,6,14,2,24,24,24,24,24,24,24,24,1,0,0,445,0
29-7,33.83,27.61833,22.8,80.8,41.47125,23.41,20.50986,FALSO,0,0,29.53,28.32084,27.1,23.7,6.956583,0,142,619,570,109,2,24,24,24,24,24,24,24,24,1,0,0,423,0
30-7,33.23,25.54708,20.28,85.8,66.16083,35.06,22.55488,FALSO,0,0,29.63,28.40875,26.76,19.2,2.765583,0,17,43,764,616,3,24,24,24,24,24,24,24,24,1,0,0,132,0
31-7,30.04,25.39583,20.97,88.2,68.67084,51.6,22.21524,FALSO,0,0,29.51,28.32541,26.84,22.2,5.584835,0,186,547,364,343,2,24,24,24,24,24,24,24,24,1,0,0,1,0
1-8,31.21,26.45416,24.02,78,65.98333,50.3,20.64231,FALSO,0,0,30.58,28.95333,27.58,21.3,5.186334,0,129,482,619,210,3,24,24,24,24,24,24,24,24,1,0,0,192,0
2-8,30.2,26.22083,23.3,78.4,66.42501,51.8,18.25204,FALSO,0,0,29.45,28.50541,27.36,24.3,7.8,0,478,352,334,276,1,24,24,24,24,24,24,24,24,1,0,0,9,0
3-8,32.72,26.29042,22.56,89,63.89999,25.82,22.91068,FALSO,0,0,29.67,28.55333,27.21,21.6,6.199291,0,2,42,1150,246,3,24,24,24,24,24,24,24,24,1,0,0,253,0
4-8,32.95,25.37208,18.99,86.9,66.51625,34.1,23.65538,FALSO,0,0,29.79,28.23417,26.41,14.7,3.708083,0,14,57,859,510,3,24,24,24,24,24,24,24,24,1,0,0,353,0
