@RELATION clima
@ATTRIBUTE FECHA date dd-MM
@ATTRIBUTE T_MAX real
@ATTRIBUTE T_MED real
@ATTRIBUTE T_MIN real
@ATTRIBUTE H_R_MAX real
@ATTRIBUTE H_R_MED real
@ATTRIBUTE H_R_MIN real
@ATTRIBUTE RADIACION real
@ATTRIBUTE class {VERDADERO,FALSO}
@ATTRIBUTE LLUVIA2 real
@ATTRIBUTE LLUVIA_MIN real
@ATTRIBUTE T_S_MAX real
@ATTRIBUTE T_S_MED real
@ATTRIBUTE T_S_MIN real
@ATTRIBUTE V_MAX real
@ATTRIBUTE V_MED real
@ATTRIBUTE V_MIN real
@ATTRIBUTE CV1 integer
@ATTRIBUTE CV2 integer 
@ATTRIBUTE CV3 integer
@ATTRIBUTE CV4 integer
@ATTRIBUTE DIRECCION integer
@ATTRIBUTE HORAS integer
@ATTRIBUTE H_T integer
@ATTRIBUTE H_HR integer
@ATTRIBUTE H_R integer
@ATTRIBUTE H_LL integer
@ATTRIBUTE H_TS integer
@ATTRIBUTE H_V integer
@ATTRIBUTE H_D integer
@ATTRIBUTE CALCULOS integer
@ATTRIBUTE MTMEN0 integer
@ATTRIBUTE MTMEN7 integer
@ATTRIBUTE MTMA30 integer
@ATTRIBUTE MVMA50 integer

@DATA
26-12,17.39,11.14,5.68,93.6,81.27916,62.09,9.048481,FALSO,0.2,60,?,?,?,?,?,?,?,?,?,?,?,24,24,24,24,24,0,0,0,1,0,360,0,0
27-12,14.86,12.72917,9.82,88.3,74.91459,64.57,7.405005,VERDADERO,10.4,420,?,?,?,?,?,?,?,?,?,?,?,24,24,24,24,24,0,0,0,1,0,0,0,0
28-12,12.58,9.383332,4.67,88.1,75.60459,61.51,8.591827,FALSO,0,0,?,?,?,?,?,?,?,?,?,?,?,24,24,24,24,24,0,0,0,1,0,180,0,0
29-12,15.59,7.964167,1.26,92.9,69.66917,31.95,9.6907,FALSO,0,0,?,?,?,?,?,?,?,?,?,?,?,24,24,24,24,24,0,0,0,1,0,660,0,0
30-12,15.13,9.941667,3.8,92.1,80.44498,62.84,7.85538,FALSO,0.2,60,?,?,?,?,?,?,?,?,?,?,?,24,24,24,24,24,0,0,0,1,0,480,0,0
31-12,13.58,8.442082,1.99,93,83.86166,60.47,8.945831,FALSO,0,0,?,?,?,?,?,?,?,?,?,?,?,24,24,24,24,24,0,0,0,1,0,480,0,0
1-1,18.7,15.19167,12.9,91.2,82.45834,76,3.0672,FALSO,0,0,15.3,13.01667,11.4,22,8.416669,0,16,269,162,993,4,24,24,24,24,24,24,24,24,1,0,0,0,0
2-1,19.6,15.00833,12,91.2,79.99166,62,6.426,VERDADERO,4.8,37,17.2,13.35,11.1,30,5.958333,0,127,582,212,519,2,24,24,24,24,24,24,24,24,1,0,0,0,0
3-1,19.7,14.64583,10.7,93,81.45833,53.1,9.291598,VERDADERO,28.8,117,18.8,13.8,11,26,2.791667,0,48,1244,124,24,2,24,24,24,24,24,24,24,24,1,0,0,0,0
4-1,15.7,10.475,5.7,95.4,85.79166,69.7,10.5948,FALSO,0.1,1,16.3,10.46667,6.8,20,3.125,0,4,102,26,1308,4,24,24,24,24,24,24,24,24,1,0,288,0,0
5-1,18,13.19584,8.5,84.7,70.40417,56.9,9.1044,FALSO,0,0,14.8,10.65,8,37,16.54167,0,409,104,60,867,4,24,24,24,24,24,24,24,24,1,0,0,0,0
6-1,16.5,11.975,8.6,78.7,65.78751,51.9,8.8308,FALSO,0,0,13.9,9.716666,7.1,31,16.125,1,197,54,53,1136,4,24,24,24,24,24,24,24,24,1,0,0,0,0
7-1,15.7,10.15833,6.6,80.4,66.55418,48.9,9.954,FALSO,0,0,14,8.674997,5.5,35,14.66667,0,161,26,17,1236,4,24,24,24,24,24,24,24,24,1,0,82,0,0
8-1,11,8.8625,5.9,86.4,78.175,72.6,1.494,FALSO,0,0,9.4,7.825,5.8,16,4.75,0,0,0,0,1433,4,24,24,24,24,24,24,24,24,1,0,282,0,0
9-1,17.6,11.92917,8.6,82.6,71.71249,49.1,10.2888,FALSO,0,0,16.8,10.575,7.7,23,5.583333,0,13,0,9,1418,4,24,24,24,24,24,24,24,24,1,0,0,0,0
10-1,17.3,10.4125,6.1,90.4,77.97084,59.8,10.62,FALSO,0,0,17.1,9.612501,5.7,21,4.875,0,122,4,80,1234,4,24,24,24,24,24,24,24,24,1,0,309,0,0
11-1,17,10.41667,6,92.7,81.80418,65.2,9.719999,FALSO,0,0,16.6,9.75,5.9,14,2.708333,0,113,36,22,1269,4,24,24,24,24,24,24,24,24,1,0,507,0,0
12-1,16.2,10.87917,6,93.5,82.5375,63.9,8.2008,FALSO,0,0,16,10.54167,7.1,16,2.083333,0,102,1,42,1295,4,24,24,24,24,24,24,24,24,1,0,58,0,0
13-1,15.4,11.10833,8,92.5,83.12499,69.1,5.4396,FALSO,0,0,14.4,10.675,8.2,18,0.75,0,280,0,86,1074,4,24,24,24,24,24,24,24,24,1,0,0,0,0
14-1,17.9,11.1625,6,95.9,81.6625,53.2,10.7892,FALSO,0,0,18.4,10.75833,6.6,20,3.083333,0,217,16,54,1153,4,24,24,24,24,24,24,24,24,1,0,159,0,0
15-1,17,9.908334,4,93.2,78.28749,53.6,10.8936,FALSO,0,0,18.3,9.787499,4.9,18,0.5833333,0,337,176,53,874,4,24,24,24,24,24,24,24,24,1,0,504,0,0
16-1,16.5,9.066666,3.8,93.4,74.53748,42.7,11.4084,FALSO,0,0,16.6,8.812499,4.3,28,4.75,0,235,27,23,1155,4,24,24,24,24,24,24,24,24,1,0,584,0,0
17-1,16.3,8.841669,3.7,89.8,74.72083,51.5,11.214,FALSO,0,0,17.7,8.795833,4.3,18,2.416667,0,268,46,11,1114,4,24,24,24,24,24,24,24,24,1,0,724,0,0
18-1,16.8,9.004165,3.8,94,80.00832,50.5,11.1564,FALSO,0,0,18.5,9.512501,5.4,16,0.7916667,0,377,64,57,942,4,24,24,24,24,24,24,24,24,1,0,647,0,0
19-1,14.7,8.358333,3.4,93,80.95834,58.2,8.935201,FALSO,0,0,16.1,8.812501,4.7,15,2.208333,0,223,0,8,1209,4,24,24,24,24,24,24,24,24,1,0,614,0,0
20-1,17.8,9.920835,5.5,88.7,74.97083,47,11.4012,FALSO,0,0,19.6,9.762502,5.3,14,1.25,0,136,12,59,1233,4,24,24,24,24,24,24,24,24,1,0,532,0,0
21-1,17.3,9.787498,1.8,93.3,82.22084,64,7.9092,FALSO,1,10,15.6,9.487501,3.8,34,8,0,166,635,39,600,2,24,24,24,24,24,24,24,24,1,0,635,0,0
22-1,14.5,12.5375,10.9,95.2,92.00832,84.6,3.9816,VERDADERO,4.9,33,14.3,12.32083,10.8,14,0.5416667,0,585,403,108,344,1,24,24,24,24,24,24,24,24,1,0,0,0,0
23-1,17.1,14.27083,11.1,94.7,90.87084,83.8,3.5028,VERDADERO,12.7,61,14.9,13.2125,10.8,54,14.04167,0,2,1426,12,0,2,24,24,24,24,24,24,24,24,1,0,0,0,1
24-1,19,12.04583,6.9,95.3,81.2,52.5,11.4264,FALSO,0.1,1,20.4,12.05833,7.7,11,0.08333334,0,301,641,96,402,2,24,24,24,24,24,24,24,24,1,0,13,0,0
25-1,19.1,11.04166,5.2,96.9,81.625,46.8,12.042,FALSO,0,0,19.1,11.26667,6.3,22,0.5833334,0,286,151,81,922,4,24,24,24,24,24,24,24,24,1,0,274,0,0
26-1,18.9,11.94583,7.1,93.4,83.5,65.9,11.898,FALSO,0,0,18.5,11.48333,7.4,16,2.333333,0,230,0,21,1189,4,24,24,24,24,24,24,24,24,1,0,0,0,0
27-1,19.3,11.925,6.2,95.3,82.07915,58,12.9888,FALSO,0,0,18.3,11.04167,6.9,24,4.666667,0,40,0,0,1400,4,24,24,24,24,24,24,24,24,1,0,76,0,0
28-1,21.1,12.00417,7,91.1,74.81665,43.5,13.0428,FALSO,0,0,19,10.86667,6.4,19,3.625,0,122,30,11,1277,4,24,24,24,24,24,24,24,24,1,0,4,0,0
29-1,18.3,10.50833,5.4,92.7,80.32083,55.6,9.057599,FALSO,0,0,16.6,10.10833,5.9,10,0.25,0,237,84,69,1049,4,24,24,24,24,24,24,24,24,1,0,418,0,0
30-1,18.6,11.12083,4.9,95.8,84.45,60.1,9.7056,FALSO,0,0,16.8,10.7625,5.9,14,0.8333333,0,187,610,49,594,2,24,24,24,24,24,24,24,24,1,0,551,0,0
31-1,17.9,11.375,5.5,96.8,81.47916,53.2,13.4208,FALSO,0,0,19.6,11.59167,6.5,17,1.125,0,379,274,72,715,4,24,24,24,24,24,24,24,24,1,0,157,0,0
1-2,20.3,10.95833,5.2,91.4,74.76666,40,13.572,FALSO,0,0,20.4,10.6,5.5,18,3.333333,0,243,13,16,1158,4,24,24,24,24,24,24,24,24,1,0,424,0,0
2-2,22.1,10.35,3.3,90.1,70.45834,26.6,13.554,FALSO,0,0,20.8,10.3125,4.2,11,0.6250001,0,281,67,90,1002,4,24,24,24,24,24,24,24,24,1,0,543,0,0
3-2,16.4,9.691667,3.9,93.4,83.83334,63.5,6.0012,VERDADERO,3.9,26,14.5,9.683333,5.4,10,0,0,279,62,283,816,4,24,24,24,24,24,24,24,24,1,0,568,0,0
4-2,18.3,11.13333,6.5,97.3,88.23334,63.3,12.06,FALSO,0.5,5,20.9,12.24166,7.7,10,0.1764706,0,557,363,94,426,1,24,24,24,24,24,24,17,24,1,0,92,0,0
5-2,19.8,13.82083,8.5,96.7,88.26669,72.7,8.150399,FALSO,0,0,17.4,13.07083,9.2,25,5.071429,0,235,767,166,272,2,24,24,24,24,24,24,14,24,1,0,0,0,0
6-2,18.3,12.8375,8.4,89.4,67.99167,41.8,11.61,FALSO,0.1,1,19.4,12.09583,8.6,10,0.3333333,0,8,696,699,37,3,24,24,24,24,24,24,24,24,1,0,0,0,0
7-2,17.9,12.42083,8.5,89.7,77.50832,62.9,7.506,FALSO,0,0,18.8,12.025,8.5,14,1.291667,0,220,816,216,188,2,24,24,24,24,24,24,24,24,1,0,0,0,0
8-2,20.7,12.15,6.7,96.8,82.09168,45.9,12.5676,FALSO,0,0,22.5,12.575,7.4,20,3.5,0,187,13,12,1228,4,24,24,24,24,24,24,24,24,1,0,44,0,0
9-2,20.6,11.75833,6.3,89.5,73.02917,35.2,14.5548,FALSO,0,0,22.6,12.025,6.5,16,2.833333,0,196,0,12,1232,4,24,24,24,24,24,24,24,24,1,0,52,0,0
10-2,20.7,11.5375,5.3,92,75.19583,43.9,13.7124,FALSO,0,0,23.6,12.21667,6.1,13,0.8333333,0,78,585,68,709,4,24,24,24,24,24,24,24,24,1,0,443,0,0
11-2,14.1,10.14583,6.8,97,93.41251,83.2,5.3568,FALSO,0,0,14.5,11.05417,8.5,6,0,0,152,480,149,659,4,24,24,24,24,24,24,24,24,1,0,11,0,0
12-2,21.9,12.1625,5.3,96.9,78.80833,40.4,14.4972,FALSO,0.2,2,23.5,12.125,5.9,22,3.041667,0,125,127,17,1171,4,24,24,24,24,24,24,24,24,1,0,410,0,0
13-2,23.2,12.6,4.4,95.7,76.85,37.4,13.8564,FALSO,0,0,24.3,12.925,6,0,0,0,130,472,42,796,4,24,24,24,24,24,24,24,24,1,0,424,0,0
14-2,20,12.20417,4.5,96.8,75.93335,44.7,13.6656,FALSO,0,0,22.8,12.8625,6.6,17,2.208333,0,302,77,91,970,4,24,24,24,24,24,24,24,24,1,0,312,0,0
15-2,17.4,12.00833,6.6,73.1,51.66667,32.4,12.6288,FALSO,0,0,20.7,11.9,6.3,96,11.54167,0,47,2,28,1363,4,24,24,24,24,24,24,24,24,1,0,51,0,3
16-2,19.1,13.08333,8,76.4,59.35,38.4,14.7564,FALSO,0,0,23.4,13.69583,8.2,66,9.041667,0,23,1,21,1395,4,24,24,24,24,24,24,24,24,1,0,0,0,2
17-2,13.9,12,9.8,83,73.85415,67.3,4.8384,FALSO,0,0,14.2,11.7375,9.9,25,8.166667,0,211,40,64,1125,4,24,24,24,24,24,24,24,24,1,0,0,0,0
18-2,20.32,13.15956,8.5,79.4,58.33564,30.32,12.15364,FALSO,0,0,12.5,9.866667,8.2,28,6.135739,0,457,132,1,762,4,23,23,23,23,23,12,23,23,0,0,0,0,0
19-2,19.36,11.77708,5.23,79.1,54.15999,27.89,14.3386,FALSO,0,0,?,12.88357,?,15.9,1.3875,0,1152,281,4,3,1,24,24,24,24,24,14,24,24,1,0,267,0,0
20-2,19.97,11.71667,5.02,76.3,54.22001,26.48,15.05811,FALSO,0,0,14.56,12.15625,9.82,8.7,0.8859167,0,756,202,397,85,1,24,24,24,24,24,24,24,24,1,0,405,0,0
21-2,21.04,12.85875,5.25,88,61.2975,33.83,14.96182,FALSO,0,0,15.39,12.90167,10.51,6,0.4565,0,490,327,302,321,1,24,24,24,24,24,24,24,24,1,0,255,0,0
22-2,22.55,13.00708,5.52,90.1,61.84833,23.16,15.44432,FALSO,0,0,15.86,13.32875,10.8,10.5,0.7544584,0,1031,247,13,149,1,24,24,24,24,24,24,24,24,1,0,238,0,0
23-2,24.3,13.55542,4.74,86.8,60.84,25.65,15.85465,FALSO,0,0,16.45,13.73333,11.02,4.5,0.4933333,0,764,302,243,131,1,24,24,24,24,24,24,24,24,1,0,280,0,0
24-2,23.31,13.20083,4.91,90.1,66.01667,25.68,16.14252,FALSO,0,0,16.73,14.05292,11.26,11.1,1.389833,0,593,263,506,78,1,24,24,24,24,24,24,24,24,1,0,341,0,0
25-2,20.81,13.955,9.98,97.6,78.7,48.2,13.80547,FALSO,0,0,17.59,15.19708,13.49,9.9,1.266167,0,281,205,735,219,3,24,24,24,24,24,24,24,24,1,0,0,0,0
26-2,20.17,11.92,7.12,98.5,83.53333,44.9,11.28461,FALSO,0.1,1,16.63,14.71333,13.09,9,1.067208,0,368,149,708,215,3,24,24,24,24,24,24,24,24,1,0,0,0,0
27-2,19.36,11.52708,6.25,98.5,81.9125,44.3,12.90277,FALSO,0.2,2,16.86,14.54042,12.59,9.6,1.027833,0,475,264,552,149,3,24,24,24,24,24,24,24,24,1,0,257,0,0
28-2,16.48,12.2075,7,95.9,84.55,65.7,5.081288,FALSO,0.1,1,15.16,14.235,12.93,12.9,0.9179167,0,49,129,966,296,3,24,24,24,24,24,24,24,24,1,0,1,0,0
1-3,16.04,12.57959,10.13,96.4,78.55833,51.3,7.091007,VERDADERO,2.3,20,15.05,14.0425,13.13,18.3,1.793292,0,3,29,883,525,3,24,24,24,24,24,24,24,24,1,0,0,0,0
2-3,18.14,11.42125,4.37,97.3,66.5225,32.48,16.20307,FALSO,0,0,16.38,13.73833,11.1,10.2,0.4597083,0,586,321,337,196,1,24,24,24,24,24,24,24,24,1,0,276,0,0
3-3,16.92,12.17,8.82,94.8,72.75835,52.8,11.31413,VERDADERO,14.3,129,14.66,13.69708,12.67,32.4,5.139458,0,339,463,582,56,3,24,24,24,24,24,24,24,24,1,0,0,0,0
4-3,17.01,11.95458,7.94,89.8,78.54585,61.1,9.049168,VERDADERO,6,53,13.99,12.89167,11.69,25.8,5.23375,0,107,409,815,109,3,24,24,24,24,24,24,24,24,1,0,0,0,0
5-3,17.8,11.75667,5.09,97.5,74.24167,44.5,15.4901,FALSO,0,0,15.26,13.06333,10.88,16.8,2.21575,0,281,137,521,501,3,24,24,24,24,24,24,24,24,1,0,245,0,0
6-3,18.59,12.13417,6.17,95,67.12584,38.39,13.37636,FALSO,0,0,15.12,13.39125,11.4,9,0.8172083,0,750,352,71,267,1,24,24,24,24,24,24,24,24,1,0,126,0,0
7-3,20.17,12.38333,6.51,94.1,69.67125,34.96,15.26637,FALSO,0,0,15.36,13.40333,11.43,13.5,1.17525,0,1018,332,10,80,1,24,24,24,24,24,24,24,24,1,0,71,0,0
8-3,21.56,13.60792,5.88,91.3,64.69709,34.75,17.69856,FALSO,0.1,1,16.26,13.86125,11.38,7.5,0.858625,0,785,329,216,57,1,24,24,24,24,24,24,24,24,1,0,112,0,0
9-3,21.06,13.6125,6.22,97.1,78.71249,55.8,14.94737,FALSO,0,0,16.54,14.40125,12.11,18.9,2.238917,0,318,97,873,152,3,24,24,24,24,24,24,24,24,1,0,87,0,0
10-3,20.57,14.58,10.66,98.5,81.60832,55.4,11.1425,FALSO,0.1,1,17.29,15.3875,14.12,13.2,1.231084,0,139,133,781,387,3,24,24,24,24,24,24,24,24,1,0,0,0,0
11-3,21.43,14.29875,8.5,97.5,77.09583,49.9,13.5296,FALSO,0,0,17.34,15.2675,13.39,20.7,1.954042,0,580,309,451,100,1,24,24,24,24,24,24,24,24,1,0,0,0,0
12-3,22.86,17.27583,12.22,86.7,62.11167,34.96,13.74026,FALSO,0,0,18.27,16.30875,14.67,26.4,5.276542,0,151,224,784,281,3,24,24,24,24,24,24,24,24,1,0,0,0,0
13-3,16.51,12.90167,9.15,91.1,80.04584,58.6,8.738545,VERDADERO,22.7,127,16.69,15.49208,14.45,38.7,9.897082,0,2,81,1229,128,3,24,24,24,24,24,24,24,24,1,0,0,0,0
14-3,17.85,13.23542,10.43,93.8,83.57084,59.7,10.30468,VERDADERO,15.2,77,15.43,14.29708,13.04,34.5,8.253249,0,0,12,1191,237,3,24,24,24,24,24,24,24,24,1,0,0,0,0
15-3,18.39,12.94875,8.53,97.6,89.22501,67.2,8.627269,VERDADERO,22,135,16.19,13.97292,12.15,34.5,5.434458,0,391,72,833,144,3,24,24,24,24,24,24,24,24,1,0,0,0,0
16-3,18.91,13.61583,10.2,91.9,74.41248,43.7,12.76962,VERDADERO,3.6,33,16.01,14.37667,12.53,24.3,3.933792,0,45,42,743,610,3,24,24,24,24,24,24,24,24,1,0,0,0,0
17-3,15.78,11.72208,5.45,96.4,84.53333,66.7,6.829175,VERDADERO,2.9,29,16.89,13.55,11.13,19.8,4.266708,0,66,90,1039,245,3,24,24,24,24,24,24,24,24,1,0,131,0,0
18-3,20.56,16.04917,13.18,96.1,85.32915,63.1,10.81391,VERDADERO,3,30,17.07,16.08417,15.08,22.5,6.466583,0,0,12,1235,193,3,24,24,24,24,24,24,24,24,1,0,0,0,0
19-3,22.68,16.8275,12.95,97.2,81.20834,53.1,15.96628,FALSO,0,0,19.67,16.18917,13.98,9.3,0.9265417,0,747,294,194,205,1,24,24,24,24,24,24,24,24,1,0,0,0,0
20-3,26.41,18.19291,11.12,96.1,74.39584,40.9,18.31453,FALSO,0.1,1,20.18,17.18708,14.41,9,1.523167,0,864,184,323,69,1,24,24,24,24,24,24,24,24,1,0,0,0,0
21-3,29.37,19.1675,11.69,97.5,72.62001,32.52,18.37634,FALSO,0.2,2,20.72,18.09792,15.5,8.7,1.004625,0,1118,196,47,79,1,24,24,24,24,24,24,24,24,1,0,0,0,0
22-3,31.29,20.76375,13.3,90,66.59959,27.7,19.89918,FALSO,0,0,21.43,18.87375,16.35,12.6,1.731583,0,1235,188,2,15,1,24,24,24,24,24,24,24,24,1,0,0,186,0
23-3,32.02,21.12334,12.84,90.3,61.62333,20.12,20.00819,FALSO,0,0,22.32,19.52542,16.89,9.9,1.257625,0,1023,254,45,118,1,24,24,24,24,24,24,24,24,1,0,0,232,0
24-3,29.43,20.65458,13.22,90.9,64.74999,31.44,20.14557,FALSO,0,0,23.1,20.3075,17.61,9.9,1.731292,0,625,146,572,97,1,24,24,24,24,24,24,24,24,1,0,0,0,0
25-3,26.59,19.22208,12.49,96.8,71.6875,43.7,16.99056,FALSO,0,0,22.86,20.50917,18.01,10.5,1.64525,0,367,193,732,148,3,24,24,24,24,24,24,24,24,1,0,0,0,0
26-3,26.4,18.35,12.2,92.2,62.75875,31.55,19.42553,FALSO,0,0,22.98,20.46583,17.89,14.4,1.810208,0,603,278,457,102,1,24,24,24,24,24,24,24,24,1,0,0,0,0
27-3,25.8,17.6425,11.87,78.5,51.92334,27.43,20.35116,FALSO,0,0,22.63,20.05917,17.35,16.5,3.161375,0,996,431,4,9,1,24,24,24,24,24,24,24,24,1,0,0,0,0
28-3,17.37,14.64167,12.37,86.5,65.50417,52.5,5.976158,FALSO,0.9,9,20.56,18.41083,17.57,12.9,1.0995,0,1001,187,88,164,1,24,24,24,24,24,24,24,24,1,0,0,0,0
29-3,22.77,16.21875,9.1,95.5,69.02667,39.64,17.60864,FALSO,0,0,21.25,18.20875,15.63,11.1,1.70675,0,693,137,513,97,1,24,24,24,24,24,24,24,24,1,0,0,0,0
30-3,25.99,18.38208,13.56,91.9,65.75626,35.51,18.07747,FALSO,0,0,22.64,20.08459,17.9,12.6,1.247666,0,584,212,328,316,1,24,24,24,24,24,24,24,24,1,0,0,0,0
31-3,26.1,17.85125,10.9,88.8,60.18083,31.8,19.69852,FALSO,0,0,23.05,20.25375,17.38,11.7,2.412667,0,606,251,429,154,1,24,24,24,24,24,24,24,24,1,0,0,0,0
1-4,19.79,16.1725,13.04,75.8,62.74166,46.5,6.086516,FALSO,0,0,21.18,19.42833,18.5,10.2,0.82275,0,837,354,141,108,1,24,24,24,24,24,24,24,24,1,0,0,0,0
2-4,21.6,16.46125,13.17,94,71.32085,46.6,13.57153,FALSO,0.9,9,20.87,18.84667,17.27,18,3.976875,0,212,132,723,373,3,24,24,24,24,24,24,24,24,1,0,0,0,0
3-4,18.28,13.61917,9.23,92.4,65.525,43.4,16.35084,VERDADERO,3.2,25,19.44,17.9925,16.41,22.8,5.298625,0,91,0,330,1019,4,24,24,24,24,24,24,24,24,1,0,0,0,0
4-4,16.12,11.54958,7.65,95.9,76.1125,53.2,8.434124,VERDADERO,4.2,42,16.74,15.66375,14.34,11.4,2.517583,0,220,151,462,607,4,24,24,24,24,24,24,24,24,1,0,0,0,0
5-4,19.83,13.94166,10.55,93.2,87.11666,71.4,8.583803,VERDADERO,6.2,49,18.9,16.40042,14.95,27.3,4.596501,0,477,59,657,247,3,24,24,24,24,24,24,24,24,1,0,0,0,0
6-4,15.07,11.94625,8.8,94.4,85.08749,62.8,5.833476,VERDADERO,13.6,116,17.66,16.11708,14.56,26.4,5.117542,0,2,45,1127,266,3,24,24,24,24,24,24,24,24,1,0,0,0,0
7-4,15.19,10.64125,6.57,96.7,86.40417,75.9,6.988039,VERDADERO,14.3,103,15.7,13.75083,12.5,33,6.442457,0,289,428,633,90,3,24,24,24,24,24,24,24,24,1,0,177,0,0
8-4,20.05,14.7475,10.93,91.1,71.3875,47.4,13.82332,VERDADERO,4.2,33,15.72,13.86125,12.32,30.3,6.808666,0,137,456,786,61,3,24,24,24,24,24,24,24,24,1,0,0,0,0
9-4,20.66,14.82875,10.56,95.9,77.80415,52,13.56563,VERDADERO,2.5,22,21.79,16.13542,13.6,19.5,0.8052084,0,865,288,169,118,1,24,24,24,24,24,24,24,24,1,0,0,0,0
10-4,22.28,15.54417,9.37,97.2,74.54168,44.9,20.2752,FALSO,0.1,1,20.17,16.89,13.89,18,3.051167,0,576,79,512,273,1,24,24,24,24,24,24,24,24,1,0,0,0,0
11-4,17.99,13.55833,10.47,93.3,70.9375,43.8,12.17405,FALSO,0.2,2,17.27,16.46709,15.6,17.1,3.718666,0,336,16,525,563,4,24,24,24,24,24,24,24,24,1,0,0,0,0
12-4,16.7,11.84167,6.58,87.9,70.3375,54.2,11.52389,FALSO,0,0,15.62,14.49709,12.76,17.7,3.491583,0,20,7,592,821,4,24,24,24,24,24,24,24,24,1,0,66,0,0
13-4,19.97,14.38583,10.49,91.5,75.28751,54.9,13.8015,FALSO,0,0,17.64,15.49916,13.63,20.7,3.836417,0,8,20,1077,335,3,24,24,24,24,24,24,24,24,1,0,0,0,0
14-4,21.26,14.6925,9.71,96.6,77.45417,48.6,14.67904,VERDADERO,6.4,26,19.19,16.65083,14.59,11.4,1.986667,0,220,128,802,290,3,24,24,24,24,24,24,24,24,1,0,0,0,0
15-4,20.27,14.82375,9.71,94.2,75.4,47,15.36368,FALSO,0,0,18.43,16.78917,15.02,16.5,3.357083,0,1,52,1203,184,3,24,24,24,24,24,24,24,24,1,0,0,0,0
16-4,23.5,15.59583,8.25,96.7,66.10915,28.46,19.56492,FALSO,0,0,19.89,17.05208,14.39,9,0.7893333,0,706,233,128,373,1,24,24,24,24,24,24,24,24,1,0,0,0,0
17-4,24.59,16.5575,8.95,94,63.34875,30.31,20.72506,FALSO,0,0,21.65,18.29667,15.28,10.2,1.785667,0,540,181,432,287,1,24,24,24,24,24,24,24,24,1,0,0,0,0
18-4,25.42,17.15042,9.6,95.5,61.785,29.85,19.6686,FALSO,0,0,22.3,19.26375,16.52,12,1.615917,0,404,123,450,450,3,24,24,24,24,24,24,24,24,1,0,0,0,0
19-4,26.79,18.22167,9.67,95.2,63.28083,24.2,21.03041,FALSO,0,0,23.31,20.13042,17.01,8.4,1.401292,0,353,225,545,317,3,24,24,24,24,24,24,24,24,1,0,0,0,0
20-4,29.43,19.8275,11.05,95,60.10042,23.54,21.86568,FALSO,0,0,24.49,21.25333,18.14,11.1,2.017417,0,885,141,217,197,1,24,24,24,24,24,24,24,24,1,0,0,0,0
21-4,31.38,21.60542,12.22,83.9,51.25666,21.21,22.716,FALSO,0,0,25.5,22.23458,18.93,11.7,2.256708,0,1174,125,107,34,1,24,24,24,24,24,24,24,24,1,0,0,249,0
22-4,29.75,21.02291,14.06,74,45.06041,20.26,23.42092,FALSO,0,0,26.05,23.02083,19.9,10.5,1.556833,0,803,270,177,190,1,24,24,24,24,24,24,24,24,1,0,0,0,0
23-4,29.1,20.66792,13.11,69,40.91084,21.72,23.54668,FALSO,0,0,25.93,23.06292,19.96,13.5,2.323083,0,992,344,44,60,1,24,24,24,24,24,24,24,24,1,0,0,0,0
24-4,31.79,21.98292,12.8,59.5,37.545,17.38,23.42066,FALSO,0,0,26.62,23.36584,19.98,12.6,2.040208,0,877,228,269,66,1,24,24,24,24,24,24,24,24,1,0,0,306,0
25-4,33.93,22.76792,12.19,78.6,48.21083,16.7,22.72164,FALSO,0,0,27.44,24.23083,20.92,11.1,1.53725,0,307,181,678,274,3,24,24,24,24,24,24,24,24,1,0,0,340,0
26-4,34.05,23.38917,13.45,88.9,52.1925,20.56,22.22183,FALSO,0,0,28.11,25.07583,21.89,18,1.692833,0,564,136,429,311,1,24,24,24,24,24,24,24,24,1,0,0,386,0
27-4,28.04,19.98833,11.97,92.5,66.91582,36.74,22.82891,FALSO,0,0,27.34,24.90583,22.09,18.3,4.232375,0,122,38,871,409,3,24,24,24,24,24,24,24,24,1,0,0,0,0
28-4,25.3,19.16125,15.79,89.9,73.975,53.7,17.86477,FALSO,0,0,26.31,24.34,22.56,18.6,6.173626,0,0,19,1252,169,3,24,24,24,24,24,24,24,24,1,0,0,0,0
29-4,28.59,20.07083,14.12,91.5,67.49709,34.16,21.20314,FALSO,0,0,27.35,24.33167,21.84,14.7,2.604666,0,142,246,810,242,3,24,24,24,24,24,24,24,24,1,0,0,0,0
30-4,29.37,20.76834,13.16,91.8,65.22334,35.69,22.58255,FALSO,0,0,27.82,24.87167,21.83,16.5,2.712625,0,277,145,669,349,3,24,24,24,24,24,24,24,24,1,0,0,0,0
1-5,25.02,18.79292,12.14,94.9,53.29542,24.44,23.94779,FALSO,0,0,27.28,24.80583,22.01,17.7,3.617292,0,691,18,203,528,1,24,24,24,24,24,24,24,24,1,0,0,0,0
2-5,23.42,16.955,11.86,69.7,51.94833,31.61,18.54809,FALSO,0.5,4,25.28,23.44208,21.12,19.5,3.584126,0,392,9,117,922,4,24,24,24,24,24,24,24,24,1,0,0,0,0
3-5,23.06,16.48708,10.43,62.5,40.14375,20,23.47127,FALSO,0,0,24.96,22.19042,19.2,15.3,3.295583,0,1081,46,14,299,1,24,24,24,24,24,24,24,24,1,0,0,0,0
4-5,26.42,17.85875,7.69,69.8,38.79333,18.14,25.18569,FALSO,0,0,25.94,22.70083,19.3,11.7,1.654584,0,848,233,203,156,1,24,24,24,24,24,24,24,24,1,0,0,0,0
